OrderNumber,OrderDate,WarehouseCode,Sales Channel,StoreID,SalesTeamID,CustomerID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost
SO - 000380,7/4/2018,WARE-MKL1006,1,358,1,19,13,7,0.2,1788.90,1305.90
SO - 000381,7/4/2018,WARE-NBV1002,3,80,23,17,47,2,0.3,944.70,538.48
SO - 000382,7/4/2018,WARE-NMK1003,4,140,25,39,29,3,0.1,3959.70,2573.81
SO - 000383,7/4/2018,WARE-NMK1003,1,146,6,11,41,5,0.05,167.50,70.35
SO - 000384,7/4/2018,WARE-NMK1003,4,104,25,23,22,2,0.05,3872.60,1975.03
SO - 000385,7/4/2018,WARE-NMK1003,1,185,12,12,23,8,0.05,6539.20,3858.13
SO - 000386,7/4/2018,WARE-XYS1001,3,51,23,44,6,1,0.1,1025.10,779.08
SO - 000387,7/4/2018,WARE-NMK1003,3,190,21,31,29,3,0.1,938.00,572.18
SO - 000388,7/4/2018,WARE-MKL1006,4,355,26,19,27,3,0.075,1045.20,804.80
SO - 000389,7/4/2018,WARE-UHY1004,4,205,28,20,19,8,0.15,167.50,112.23
SO - 000390,7/4/2018,WARE-MKL1006,2,334,15,44,45,5,0.075,1721.90,1377.52
SO - 000391,7/5/2018,WARE-UHY1004,2,242,13,30,28,3,0.1,676.70,466.92
SO - 000392,7/5/2018,WARE-NMK1003,1,162,4,47,24,2,0.075,167.50,82.08
SO - 000393,7/5/2018,WARE-UHY1004,1,255,4,26,12,5,0.075,1118.90,895.12
SO - 000394,7/5/2018,WARE-XYS1001,4,24,26,17,32,3,0.075,1139.00,933.98
SO - 000395,7/5/2018,WARE-PUJ1005,1,278,8,44,41,4,0.1,1748.70,751.94
SO - 000396,7/5/2018,WARE-UHY1004,1,258,5,13,27,8,0.05,1728.60,1140.88
SO - 000397,7/5/2018,WARE-NMK1003,4,183,27,13,23,8,0.075,1112.20,500.49
SO - 000398,7/5/2018,WARE-XYS1001,1,58,3,9,1,6,0.05,2385.20,1454.97
SO - 000399,7/5/2018,WARE-NBV1002,4,83,26,18,3,8,0.3,221.10,172.46
SO - 000400,7/6/2018,WARE-NMK1003,3,120,23,1,29,7,0.05,5708.40,2682.95
SO - 000401,7/6/2018,WARE-PUJ1005,2,288,18,38,40,1,0.3,1038.50,830.80
SO - 000402,7/6/2018,WARE-XYS1001,1,19,5,43,35,4,0.15,3993.20,3234.49
SO - 000403,7/6/2018,WARE-NMK1003,2,191,16,14,33,8,0.2,1085.40,792.34
SO - 000404,7/6/2018,WARE-PUJ1005,2,278,12,36,23,7,0.1,3886.00,2020.72
SO - 000405,7/6/2018,WARE-PUJ1005,1,294,6,21,4,3,0.2,3986.50,2670.96
SO - 000406,7/6/2018,WARE-NMK1003,2,120,18,41,32,3,0.075,1206.00,988.92
SO - 000407,7/7/2018,WARE-MKL1006,4,357,28,38,7,1,0.3,1842.50,1050.23
SO - 000408,7/7/2018,WARE-PUJ1005,4,296,27,22,35,3,0.05,5051.80,2930.04
SO - 000409,7/7/2018,WARE-UHY1004,2,248,14,4,39,1,0.075,1165.80,466.32
SO - 000410,7/7/2018,WARE-MKL1006,2,333,15,21,2,8,0.075,3966.40,2340.18
SO - 000411,7/7/2018,WARE-PUJ1005,2,322,13,17,22,3,0.2,1802.30,1495.91
SO - 000412,7/8/2018,WARE-NMK1003,2,153,19,36,31,5,0.075,1105.50,851.24
SO - 000413,7/8/2018,WARE-XYS1001,2,46,12,16,32,7,0.05,1889.40,1398.16
SO - 000414,7/8/2018,WARE-MKL1006,2,351,15,40,4,7,0.075,1018.40,661.96
SO - 000415,7/8/2018,WARE-PUJ1005,1,293,3,8,40,5,0.05,3865.90,2822.11
SO - 000416,7/8/2018,WARE-UHY1004,4,256,28,30,13,7,0.1,998.30,449.24
SO - 000417,7/8/2018,WARE-NMK1003,2,148,18,48,31,2,0.075,254.60,127.30
SO - 000418,7/8/2018,WARE-XYS1001,2,6,13,13,38,5,0.4,703.50,316.58
SO - 000419,7/8/2018,WARE-NBV1002,3,62,23,47,1,6,0.05,1092.10,546.05
SO - 000420,7/8/2018,WARE-NBV1002,2,61,16,6,3,4,0.05,1038.50,560.79
SO - 000421,7/8/2018,WARE-NMK1003,1,188,3,50,37,4,0.15,2398.60,1894.89
SO - 000422,7/9/2018,WARE-NMK1003,4,150,28,32,7,4,0.05,897.80,368.10
SO - 000423,7/9/2018,WARE-XYS1001,3,39,25,30,46,7,0.15,5212.60,3179.69
SO - 000424,7/9/2018,WARE-NMK1003,2,102,15,46,22,3,0.05,254.60,206.23
SO - 000425,7/9/2018,WARE-UHY1004,1,236,3,29,3,4,0.075,3926.20,2120.15
SO - 000426,7/9/2018,WARE-PUJ1005,2,312,17,13,12,8,0.1,1165.80,582.90
SO - 000427,7/9/2018,WARE-NMK1003,1,183,7,44,6,1,0.15,3859.20,2354.11
SO - 000428,7/9/2018,WARE-NBV1002,1,69,3,4,41,6,0.05,167.50,100.50
SO - 000429,7/9/2018,WARE-MKL1006,3,330,21,22,24,8,0.05,1681.70,891.30
SO - 000430,7/9/2018,WARE-NMK1003,3,137,22,38,3,8,0.05,924.60,665.71
SO - 000431,7/9/2018,WARE-NMK1003,3,119,23,13,21,6,0.1,3966.40,3371.44
SO - 000432,7/9/2018,WARE-PUJ1005,2,283,15,19,43,7,0.1,938.00,450.24
SO - 000433,7/10/2018,WARE-NBV1002,1,81,7,20,30,6,0.2,1983.20,1090.76
SO - 000434,7/10/2018,WARE-NMK1003,1,165,10,27,7,7,0.075,2586.20,2094.82
SO - 000435,7/11/2018,WARE-NBV1002,1,87,7,14,2,3,0.05,3061.90,2051.47
SO - 000436,7/11/2018,WARE-PUJ1005,4,323,28,30,39,1,0.2,1051.90,452.32
SO - 000437,7/11/2018,WARE-UHY1004,3,225,21,11,2,8,0.15,261.30,104.52
SO - 000438,7/11/2018,WARE-NMK1003,1,138,11,4,37,6,0.05,6143.90,3071.95
SO - 000439,7/11/2018,WARE-NMK1003,3,143,20,45,43,7,0.2,2472.30,1928.39
SO - 000440,7/11/2018,WARE-PUJ1005,1,316,2,6,9,3,0.075,3892.70,3075.23
SO - 000441,7/11/2018,WARE-UHY1004,1,216,11,33,14,1,0.05,964.80,492.05
SO - 000442,7/11/2018,WARE-MKL1006,1,342,2,46,12,8,0.2,3832.40,3104.24
SO - 000443,7/11/2018,WARE-NMK1003,1,190,2,12,45,7,0.2,964.80,781.49
SO - 000444,7/11/2018,WARE-NMK1003,1,122,6,48,40,1,0.05,1118.90,794.42
SO - 000445,7/11/2018,WARE-PUJ1005,2,319,16,43,6,8,0.05,180.90,74.17
SO - 000446,7/11/2018,WARE-NMK1003,3,96,22,23,24,7,0.05,844.20,346.12
SO - 000447,7/11/2018,WARE-NMK1003,1,96,7,25,11,7,0.2,3490.70,1780.26
SO - 000448,7/12/2018,WARE-NBV1002,2,66,20,39,9,5,0.2,1112.20,778.54
SO - 000449,7/12/2018,WARE-NMK1003,1,128,11,42,37,1,0.05,1072.00,568.16
SO - 000450,7/12/2018,WARE-XYS1001,3,1,24,20,41,3,0.075,1078.70,906.11
SO - 000451,7/12/2018,WARE-PUJ1005,4,273,26,10,25,7,0.075,5433.70,3857.93
SO - 000452,7/12/2018,WARE-PUJ1005,2,309,16,17,24,8,0.05,3906.10,3163.94
SO - 000453,7/12/2018,WARE-NMK1003,2,103,13,21,30,4,0.15,2458.90,2090.07
SO - 000454,7/12/2018,WARE-UHY1004,3,258,24,8,10,3,0.075,1112.20,856.39
SO - 000455,7/12/2018,WARE-NMK1003,1,149,10,31,47,4,0.05,1065.30,745.71
SO - 000456,7/12/2018,WARE-PUJ1005,1,298,1,5,35,6,0.075,1862.60,1359.70
SO - 000457,7/12/2018,WARE-PUJ1005,4,273,27,11,7,7,0.2,1822.40,1184.56
SO - 000458,7/12/2018,WARE-NMK1003,4,161,26,35,12,7,0.05,1065.30,575.26
SO - 000459,7/12/2018,WARE-XYS1001,2,29,17,26,16,3,0.05,5875.90,4289.41
SO - 000460,7/12/2018,WARE-NMK1003,1,151,1,10,22,3,0.075,1728.60,708.73
SO - 000461,7/13/2018,WARE-NMK1003,3,125,24,50,45,4,0.05,3832.40,2452.74
SO - 000462,7/13/2018,WARE-PUJ1005,3,261,22,24,7,1,0.05,1025.10,861.08
SO - 000463,7/13/2018,WARE-NMK1003,3,115,24,1,45,4,0.05,1815.70,944.16
SO - 000464,7/13/2018,WARE-PUJ1005,1,294,4,22,1,2,0.075,3839.10,1689.20
SO - 000465,7/13/2018,WARE-XYS1001,1,56,10,15,14,1,0.05,2425.40,1430.99
SO - 000466,7/13/2018,WARE-UHY1004,1,218,6,38,13,6,0.15,3865.90,1971.61
SO - 000467,7/13/2018,WARE-MKL1006,1,351,2,45,23,2,0.075,2653.20,1857.24
SO - 000468,7/13/2018,WARE-NMK1003,2,90,13,42,3,2,0.15,991.60,594.96
SO - 000469,7/13/2018,WARE-MKL1006,3,345,23,9,28,5,0.1,2512.50,2060.25
SO - 000470,7/14/2018,WARE-XYS1001,3,42,20,6,16,6,0.1,2613.00,1332.63
SO - 000471,7/14/2018,WARE-MKL1006,3,362,25,1,27,5,0.15,5721.80,3375.86
SO - 000472,7/14/2018,WARE-UHY1004,1,233,4,8,7,2,0.075,1768.80,831.34
SO - 000473,7/14/2018,WARE-UHY1004,2,220,20,19,21,5,0.1,2606.30,1251.02
SO - 000474,7/14/2018,WARE-MKL1006,2,332,18,10,34,8,0.1,2452.20,1569.41
SO - 000475,7/14/2018,WARE-UHY1004,3,211,21,49,44,1,0.05,964.80,694.66
SO - 000476,7/15/2018,WARE-NMK1003,3,90,24,44,38,5,0.05,1125.60,562.80
SO - 000477,7/15/2018,WARE-PUJ1005,3,316,21,30,30,5,0.05,857.60,548.86
SO - 000478,7/15/2018,WARE-XYS1001,1,28,5,37,2,7,0.075,3906.10,1796.81
SO - 000479,7/15/2018,WARE-NMK1003,1,162,10,8,25,5,0.15,1078.70,506.99
SO - 000480,7/15/2018,WARE-PUJ1005,2,279,18,13,29,1,0.4,2432.10,1264.69
SO - 000481,7/15/2018,WARE-NMK1003,2,91,18,2,30,8,0.05,958.10,536.54
SO - 000482,7/16/2018,WARE-NMK1003,4,139,25,42,45,8,0.05,864.30,726.01
SO - 000483,7/16/2018,WARE-NMK1003,1,146,7,40,8,2,0.05,864.30,700.08
SO - 000484,7/16/2018,WARE-NMK1003,1,194,1,40,36,6,0.075,891.10,579.22
SO - 000485,7/16/2018,WARE-NMK1003,2,100,18,17,10,5,0.2,3979.80,2069.50
SO - 000486,7/16/2018,WARE-UHY1004,2,214,15,23,14,5,0.1,837.50,469.00
SO - 000487,7/16/2018,WARE-NBV1002,2,77,18,28,10,2,0.05,2318.20,1738.65
SO - 000488,7/16/2018,WARE-XYS1001,1,29,9,41,35,6,0.05,1822.40,801.86
SO - 000489,7/16/2018,WARE-MKL1006,3,329,21,29,13,4,0.15,1165.80,664.51
SO - 000490,7/16/2018,WARE-XYS1001,3,41,22,11,16,7,0.05,234.50,187.60
SO - 000491,7/17/2018,WARE-UHY1004,2,240,19,11,28,5,0.4,2452.20,1912.72
SO - 000492,7/17/2018,WARE-MKL1006,1,331,4,19,11,8,0.05,261.30,133.26
SO - 000493,7/17/2018,WARE-NBV1002,3,85,21,29,4,4,0.1,1031.80,453.99
SO - 000494,7/17/2018,WARE-MKL1006,2,349,17,18,20,3,0.1,3082.00,1849.20
SO - 000495,7/17/2018,WARE-PUJ1005,3,311,22,27,8,3,0.05,6405.20,3138.55
SO - 000496,7/17/2018,WARE-NMK1003,1,162,9,22,16,6,0.05,1822.40,947.65
SO - 000497,7/17/2018,WARE-NMK1003,4,181,28,29,27,8,0.05,1279.70,1062.15
SO - 000498,7/17/2018,WARE-PUJ1005,2,283,19,3,36,1,0.2,3932.90,2635.04
SO - 000499,7/17/2018,WARE-PUJ1005,1,307,7,28,4,3,0.15,201.00,80.40
SO - 000500,7/17/2018,WARE-NMK1003,4,141,27,11,4,1,0.1,3946.30,2131.00
SO - 000501,7/18/2018,WARE-NBV1002,4,72,28,49,2,7,0.2,1909.50,1317.56
SO - 000502,7/18/2018,WARE-NMK1003,1,120,2,47,23,7,0.2,2412.00,1109.52
SO - 000503,7/18/2018,WARE-NMK1003,1,152,7,50,32,6,0.05,964.80,675.36
SO - 000504,7/18/2018,WARE-XYS1001,3,57,22,42,3,5,0.075,1996.60,1457.52
SO - 000505,7/18/2018,WARE-UHY1004,2,228,12,21,1,7,0.15,1045.20,700.28
SO - 000506,7/18/2018,WARE-XYS1001,1,37,6,41,4,1,0.2,3879.30,3219.82
SO - 000507,7/18/2018,WARE-NBV1002,3,76,22,50,21,6,0.075,5976.40,3466.31
SO - 000508,7/18/2018,WARE-UHY1004,2,255,19,13,18,1,0.05,2257.90,1264.42
SO - 000509,7/19/2018,WARE-NMK1003,2,186,15,9,22,4,0.05,241.20,154.37
SO - 000510,7/19/2018,WARE-NBV1002,1,68,1,35,40,8,0.075,1983.20,793.28
SO - 000511,7/19/2018,WARE-MKL1006,1,364,8,1,13,1,0.05,3919.50,3331.58
SO - 000512,7/19/2018,WARE-NMK1003,2,174,13,17,44,7,0.1,241.20,135.07
SO - 000513,7/19/2018,WARE-XYS1001,2,2,13,35,1,4,0.075,3946.30,2012.61
SO - 000514,7/19/2018,WARE-NMK1003,2,157,15,6,35,3,0.05,3966.40,3054.13
SO - 000515,7/19/2018,WARE-NMK1003,1,106,3,6,46,5,0.1,1829.10,1463.28
SO - 000516,7/19/2018,WARE-PUJ1005,1,277,4,15,37,6,0.075,2733.60,1230.12
SO - 000517,7/19/2018,WARE-PUJ1005,1,328,5,20,39,8,0.075,844.20,717.57
SO - 000518,7/20/2018,WARE-PUJ1005,1,302,12,28,27,4,0.05,6231.00,4922.49
SO - 000519,7/20/2018,WARE-NBV1002,2,65,15,16,5,3,0.05,1159.10,614.32
SO - 000520,7/20/2018,WARE-XYS1001,1,40,1,15,42,1,0.15,3966.40,2379.84
SO - 000521,7/20/2018,WARE-XYS1001,2,4,13,41,12,4,0.1,1105.50,740.69
SO - 000522,7/20/2018,WARE-XYS1001,1,56,1,16,8,5,0.05,1125.60,731.64
SO - 000523,7/20/2018,WARE-NMK1003,3,139,20,19,42,5,0.15,897.80,709.26
SO - 000524,7/20/2018,WARE-NBV1002,2,70,14,21,5,5,0.2,207.70,83.08
SO - 000525,7/20/2018,WARE-MKL1006,1,360,1,43,8,5,0.15,3959.70,2138.24
SO - 000526,7/21/2018,WARE-PUJ1005,2,321,17,21,2,7,0.075,1755.40,912.81
SO - 000527,7/21/2018,WARE-UHY1004,1,214,10,37,27,3,0.2,3001.60,1650.88
SO - 000528,7/21/2018,WARE-PUJ1005,2,268,20,33,13,6,0.4,1031.80,464.31
SO - 000529,7/21/2018,WARE-XYS1001,1,54,7,21,12,4,0.1,3966.40,2776.48
SO - 000530,7/21/2018,WARE-NMK1003,2,95,19,48,12,5,0.1,1681.70,1126.74
SO - 000531,7/21/2018,WARE-XYS1001,1,11,4,33,41,1,0.05,1172.50,809.03
SO - 000532,7/21/2018,WARE-PUJ1005,2,304,19,26,38,7,0.15,716.90,473.15
SO - 000533,7/21/2018,WARE-PUJ1005,3,288,22,12,30,7,0.075,6465.50,3879.30
SO - 000534,7/21/2018,WARE-PUJ1005,3,291,24,30,20,1,0.075,241.20,101.30
SO - 000535,7/21/2018,WARE-NMK1003,2,123,17,38,36,1,0.05,1929.60,849.02
SO - 000536,7/21/2018,WARE-NMK1003,3,166,20,23,14,8,0.1,3953.00,3280.99
SO - 000537,7/22/2018,WARE-UHY1004,2,204,18,46,40,2,0.05,2492.40,1320.97
SO - 000538,7/22/2018,WARE-PUJ1005,2,295,18,15,1,7,0.075,241.20,185.72
SO - 000539,7/22/2018,WARE-UHY1004,1,207,12,34,26,5,0.05,951.40,380.56
SO - 000540,7/22/2018,WARE-NBV1002,3,75,25,45,24,4,0.2,6217.60,5284.96
SO - 000541,7/22/2018,WARE-NBV1002,1,77,12,15,42,6,0.075,2351.70,1246.40
SO - 000542,7/22/2018,WARE-NMK1003,3,134,22,19,3,6,0.1,1132.30,871.87
SO - 000543,7/22/2018,WARE-UHY1004,3,211,21,1,47,3,0.1,1145.70,607.22
SO - 000544,7/22/2018,WARE-NMK1003,3,127,24,15,27,3,0.075,3725.20,2048.86
SO - 000545,7/22/2018,WARE-NMK1003,3,194,24,50,33,7,0.05,944.70,689.63
SO - 000546,7/22/2018,WARE-NMK1003,2,157,18,39,42,3,0.075,1219.40,560.92
SO - 000547,7/22/2018,WARE-UHY1004,3,211,23,30,47,4,0.075,1051.90,736.33
SO - 000548,7/22/2018,WARE-XYS1001,1,19,1,31,20,2,0.075,207.70,135.01
SO - 000549,7/22/2018,WARE-NMK1003,2,201,17,14,35,4,0.05,1862.60,1098.93
SO - 000550,7/22/2018,WARE-NBV1002,4,76,26,26,8,3,0.1,1889.40,1152.53
SO - 000551,7/22/2018,WARE-MKL1006,3,354,22,40,12,8,0.15,2653.20,2016.43
SO - 000552,7/22/2018,WARE-MKL1006,3,343,24,43,27,2,0.075,3953.00,1818.38
SO - 000553,7/22/2018,WARE-MKL1006,1,365,4,5,41,3,0.05,227.80,191.35
SO - 000554,7/23/2018,WARE-PUJ1005,2,309,17,28,17,1,0.2,3879.30,1551.72
SO - 000555,7/23/2018,WARE-NMK1003,1,151,1,21,13,1,0.15,1045.20,804.80
SO - 000556,7/23/2018,WARE-PUJ1005,1,296,9,4,46,2,0.1,5071.90,2535.95
SO - 000557,7/23/2018,WARE-MKL1006,1,364,5,23,25,1,0.15,241.20,144.72
SO - 000558,7/23/2018,WARE-NMK1003,1,95,6,35,8,8,0.2,2298.10,1539.73
SO - 000559,7/23/2018,WARE-NBV1002,1,65,12,25,34,7,0.2,3845.80,1845.98
SO - 000560,7/23/2018,WARE-UHY1004,4,255,28,21,11,6,0.075,2425.40,1042.92
SO - 000561,7/24/2018,WARE-XYS1001,1,7,2,48,6,8,0.05,1206.00,663.30
SO - 000562,7/24/2018,WARE-NMK1003,1,125,3,50,21,8,0.075,221.10,179.09
SO - 000563,7/24/2018,WARE-UHY1004,4,255,27,30,41,3,0.075,3825.70,2563.22
SO - 000564,7/24/2018,WARE-XYS1001,3,41,22,27,6,5,0.075,857.60,394.50
SO - 000565,7/24/2018,WARE-XYS1001,2,41,20,31,32,3,0.075,3825.70,2563.22
SO - 000566,7/24/2018,WARE-NMK1003,2,107,12,5,12,8,0.075,1996.60,898.47
SO - 000567,7/24/2018,WARE-NMK1003,3,147,20,10,17,1,0.05,234.50,121.94
SO - 000568,7/24/2018,WARE-UHY1004,2,206,16,15,14,8,0.075,1896.10,948.05
SO - 000569,7/25/2018,WARE-NMK1003,1,115,9,1,32,2,0.1,207.70,87.23
SO - 000570,7/25/2018,WARE-NMK1003,3,109,24,8,8,1,0.075,167.50,125.63
SO - 000571,7/25/2018,WARE-PUJ1005,4,297,28,22,11,1,0.1,3986.50,2591.23
SO - 000572,7/25/2018,WARE-NMK1003,2,114,18,28,4,8,0.4,2546.00,1018.40
SO - 000573,7/25/2018,WARE-NMK1003,4,138,27,28,10,1,0.075,864.30,380.29
SO - 000574,7/25/2018,WARE-NMK1003,3,148,23,40,41,1,0.05,1876.00,1350.72
SO - 000575,7/25/2018,WARE-PUJ1005,2,309,16,3,11,5,0.075,247.90,163.61
SO - 000576,7/25/2018,WARE-NMK1003,2,151,12,21,44,2,0.075,5051.80,3435.22
SO - 000577,7/25/2018,WARE-PUJ1005,4,266,25,3,22,4,0.4,1011.70,667.72
SO - 000578,7/25/2018,WARE-UHY1004,1,242,4,16,2,6,0.2,1862.60,1247.94
SO - 000579,7/25/2018,WARE-NMK1003,2,150,17,31,12,6,0.1,1246.20,660.49
SO - 000580,7/26/2018,WARE-MKL1006,3,349,24,26,30,1,0.1,1688.40,1215.65
SO - 000581,7/26/2018,WARE-UHY1004,1,237,12,30,11,8,0.1,5916.10,4673.72
SO - 000582,7/26/2018,WARE-NMK1003,2,190,13,17,13,3,0.1,5132.20,2771.39
SO - 000583,7/26/2018,WARE-NBV1002,1,82,7,46,7,2,0.05,1118.90,839.18
SO - 000584,7/26/2018,WARE-UHY1004,1,214,11,39,10,6,0.15,5835.70,3968.28
SO - 000585,7/26/2018,WARE-PUJ1005,3,275,23,29,41,5,0.2,6036.70,3139.08
SO - 000586,7/26/2018,WARE-NMK1003,2,168,12,22,29,7,0.4,1031.80,825.44
SO - 000587,7/26/2018,WARE-MKL1006,4,332,25,37,37,5,0.1,5956.30,4407.66
SO - 000588,7/26/2018,WARE-NMK1003,3,104,22,9,35,7,0.2,3932.90,2989.00
SO - 000589,7/26/2018,WARE-UHY1004,3,245,21,3,19,5,0.2,5889.30,4416.98
SO - 000590,7/26/2018,WARE-PUJ1005,3,327,23,13,45,8,0.075,2458.90,1647.46
SO - 000591,7/26/2018,WARE-NMK1003,2,104,20,38,8,8,0.075,3912.80,2034.66
SO - 000592,7/27/2018,WARE-NMK1003,3,136,23,48,29,2,0.075,5668.20,3570.97
SO - 000593,7/27/2018,WARE-XYS1001,2,6,16,18,46,1,0.15,5547.60,4216.18
SO - 000594,7/28/2018,WARE-NMK1003,3,109,25,35,45,1,0.15,201.00,96.48
SO - 000595,7/28/2018,WARE-MKL1006,1,362,1,40,6,6,0.075,247.90,198.32
SO - 000596,7/28/2018,WARE-PUJ1005,1,280,12,2,45,1,0.05,3859.20,3125.95
SO - 000597,7/28/2018,WARE-UHY1004,1,214,8,40,21,3,0.05,5487.30,3127.76
SO - 000598,7/28/2018,WARE-UHY1004,1,223,7,25,7,6,0.15,1809.00,1157.76
SO - 000599,7/29/2018,WARE-NMK1003,1,99,12,11,46,7,0.4,2405.30,1731.82
SO - 000600,7/29/2018,WARE-NMK1003,4,187,28,31,20,1,0.15,790.60,672.01
SO - 000601,7/29/2018,WARE-PUJ1005,2,292,15,46,14,2,0.1,3202.60,2177.77
SO - 000602,7/29/2018,WARE-PUJ1005,3,315,21,48,8,5,0.2,1058.60,645.75
SO - 000603,7/29/2018,WARE-XYS1001,3,35,20,33,26,8,0.4,1768.80,778.27
SO - 000604,7/29/2018,WARE-NMK1003,1,199,2,1,2,5,0.1,971.50,534.33
SO - 000605,7/29/2018,WARE-NMK1003,2,153,19,34,34,4,0.1,938.00,478.38
SO - 000606,7/29/2018,WARE-XYS1001,2,27,16,49,20,5,0.2,958.10,756.90
SO - 000607,7/29/2018,WARE-NMK1003,2,166,15,1,23,8,0.05,3705.10,2111.91
SO - 000608,7/30/2018,WARE-UHY1004,4,257,25,48,20,8,0.075,1025.10,686.82
SO - 000609,7/30/2018,WARE-NMK1003,2,184,16,4,5,7,0.075,2592.90,1711.31
SO - 000610,7/30/2018,WARE-NMK1003,4,150,25,15,39,1,0.15,3865.90,3054.06
SO - 000611,7/30/2018,WARE-MKL1006,3,347,22,30,36,8,0.05,5634.70,4226.03
SO - 000612,7/30/2018,WARE-MKL1006,3,362,23,41,15,3,0.05,971.50,621.76
SO - 000613,7/31/2018,WARE-UHY1004,1,218,5,3,28,4,0.15,1051.90,694.25
SO - 000614,7/31/2018,WARE-NMK1003,1,196,12,3,1,7,0.075,1051.90,683.74
SO - 000615,7/31/2018,WARE-UHY1004,2,226,17,29,17,2,0.2,1139.00,854.25
SO - 000616,7/31/2018,WARE-XYS1001,1,33,10,16,10,8,0.075,5849.10,3041.53
SO - 000617,7/31/2018,WARE-NBV1002,2,68,16,21,2,4,0.075,2264.60,1222.88
SO - 000618,7/31/2018,WARE-NMK1003,1,105,11,26,26,7,0.075,1125.60,889.22
SO - 000619,7/31/2018,WARE-XYS1001,2,7,17,37,20,7,0.05,1078.70,755.09
SO - 000620,7/31/2018,WARE-XYS1001,4,57,28,23,16,4,0.15,2405.30,1635.60
SO - 000621,7/31/2018,WARE-NMK1003,1,155,7,17,4,1,0.05,1072.00,707.52
SO - 000622,8/1/2018,WARE-NMK1003,3,202,23,4,26,1,0.3,5808.90,3369.16
SO - 000623,8/1/2018,WARE-UHY1004,1,205,1,21,19,6,0.2,3926.20,1845.31
SO - 000624,8/1/2018,WARE-PUJ1005,3,287,23,29,38,8,0.1,201.00,160.80
SO - 000625,8/1/2018,WARE-XYS1001,2,16,20,39,27,1,0.1,1882.70,1430.85
SO - 000626,8/1/2018,WARE-NMK1003,4,149,25,30,22,6,0.05,2532.60,1089.02
SO - 000627,8/1/2018,WARE-XYS1001,2,22,18,33,31,8,0.05,207.70,135.01
SO - 000628,8/1/2018,WARE-NMK1003,2,115,20,41,10,6,0.2,241.20,180.90
SO - 000629,8/1/2018,WARE-UHY1004,1,222,3,21,11,6,0.075,1152.40,507.06
SO - 000630,8/2/2018,WARE-NMK1003,3,190,20,40,14,5,0.3,3879.30,2288.79
SO - 000631,8/2/2018,WARE-UHY1004,2,219,12,37,7,4,0.1,3865.90,3170.04
SO - 000632,8/2/2018,WARE-NMK1003,2,121,19,35,6,6,0.075,1835.80,1248.34
SO - 000633,8/2/2018,WARE-MKL1006,1,334,8,37,23,5,0.15,234.50,180.57
SO - 000634,8/2/2018,WARE-PUJ1005,1,283,7,10,34,2,0.15,757.10,507.26
SO - 000635,8/2/2018,WARE-UHY1004,4,212,26,39,25,8,0.05,1005.00,703.50
SO - 000636,8/3/2018,WARE-NMK1003,1,159,10,4,11,2,0.05,6391.80,5113.44
SO - 000637,8/3/2018,WARE-PUJ1005,1,269,3,13,31,8,0.15,2740.30,1123.52
SO - 000638,8/3/2018,WARE-NBV1002,2,60,13,48,40,3,0.15,924.60,536.27
SO - 000639,8/3/2018,WARE-XYS1001,1,22,11,41,16,5,0.15,1031.80,505.58
SO - 000640,8/3/2018,WARE-NMK1003,3,90,25,11,21,1,0.2,1098.80,769.16
SO - 000641,8/3/2018,WARE-PUJ1005,4,279,27,10,18,3,0.05,1132.30,713.35
SO - 000642,8/3/2018,WARE-MKL1006,3,350,25,12,45,3,0.05,2465.60,1602.64
SO - 000643,8/3/2018,WARE-NMK1003,2,127,17,47,26,6,0.1,1005.00,462.30
SO - 000644,8/4/2018,WARE-UHY1004,1,252,1,13,17,2,0.1,1246.20,1021.88
SO - 000645,8/4/2018,WARE-PUJ1005,1,291,11,13,5,6,0.3,1025.10,809.83
SO - 000646,8/4/2018,WARE-XYS1001,1,14,7,36,28,1,0.2,1902.80,1084.60
SO - 000647,8/4/2018,WARE-PUJ1005,3,292,21,34,19,2,0.05,3738.60,2056.23
SO - 000648,8/4/2018,WARE-NMK1003,1,178,11,39,46,6,0.075,1996.60,1237.89
SO - 000649,8/4/2018,WARE-NBV1002,1,76,10,38,9,3,0.15,2331.60,1818.65
SO - 000650,8/4/2018,WARE-UHY1004,1,221,11,16,41,6,0.1,1078.70,701.16
SO - 000651,8/4/2018,WARE-MKL1006,1,334,11,42,11,4,0.15,1788.90,1216.45
SO - 000652,8/4/2018,WARE-MKL1006,1,347,4,36,30,3,0.1,241.20,161.60
SO - 000653,8/4/2018,WARE-UHY1004,1,240,7,45,41,5,0.1,1159.10,533.19
SO - 000654,8/4/2018,WARE-XYS1001,2,6,18,12,5,7,0.1,1051.90,515.43
SO - 000655,8/4/2018,WARE-UHY1004,1,243,4,18,46,3,0.15,5969.70,3343.03
SO - 000656,8/4/2018,WARE-MKL1006,2,355,19,28,12,3,0.3,3919.50,2508.48
SO - 000657,8/4/2018,WARE-XYS1001,2,4,16,18,34,4,0.15,1118.90,492.32
SO - 000658,8/4/2018,WARE-MKL1006,1,350,2,11,30,5,0.05,1118.90,570.64
SO - 000659,8/4/2018,WARE-XYS1001,1,28,1,29,23,4,0.1,5427.00,3744.63
SO - 000660,8/4/2018,WARE-NMK1003,3,108,24,32,36,2,0.05,3725.20,2570.39
